21,136
45,183
49,93
50,97
56,88
58,111
59,111
93,125
106,62
116,59
130,65
148,78
150,107
155,66
155,67
158,109
161,118
179,52
181,132
185,52
190,51
192,96
193,193
200,93
203,104
204,174
205,125
206,46
211,102
213,136
214,54
215,48
217,127
219,47
220,47
224,124
227,139
228,87
228,116
229,140
231,116
235,140
235,141
246,148
246,149
250,82
251,98
256,94
258,94
259,158
259,159
260,143
260,144
271,47
271,48
285,159
285,160
295,95
305,59
305,69
306,99
309,81
316,60
317,82
325,77
335,129
340,81
344,135
363,137
372,148
373,136
