65,57
66,57
67,99
72,136
74,162
74,163
103,50
116,91
119,86
121,165
123,168
125,75
125,172
126,175
127,178
127,179
128,74
128,167
128,168
129,79
129,169
129,170
130,76
130,176
130,187
131,178
137,189
158,161
170,75
174,90
174,91
175,88
182,55
182,153
190,72
192,47
193,71
211,41
212,41
230,156
231,156
245,69
246,69
248,121
250,117
253,121
253,122
257,185
264,213
273,130
276,204
281,136
288,141
289,141
293,24
298,177
298,178
302,112
310,141
314,85
320,72
321,116
321,119
322,116
325,116
326,139
326,173
327,118
332,137
333,141
337,216
351,113
355,107
358,115
361,182
363,111
364,115
365,118
365,122
365,175
366,129
370,131
371,119
371,226
373,65
373,224
374,207
375,103
376,108
376,220
377,110
377,116
377,130
380,89
380,93
381,98
383,73
383,87
383,90
385,79
385,105
385,112
385,120
392,110
393,82
394,183
395,156
395,181
396,146
396,153
397,143
401,159
401,206
402,157
403,144
406,172
406,201
407,170
408,166
410,149
411,145
411,187
412,133
412,136
412,184
415,110
416,196
418,155
420,181
