39,133
41,97
41,98
46,94
46,98
46,99
48,134
50,150
53,174
57,132
58,148
60,183
67,149
69,142
77,48
78,178
79,154
81,91
82,87
84,166
86,187
87,97
91,91
99,157
101,190
103,197
104,166
106,147
111,189
112,154
116,61
116,89
118,60
119,59
121,58
123,131
124,179
126,141
141,122
144,136
147,156
152,210
154,47
156,92
157,36
157,37
157,50
159,204
161,100
163,215
167,43
168,208
169,134
171,159
175,172
176,24
176,25
176,135
176,152
180,107
180,124
186,102
187,100
187,199
188,124
192,131
193,167
196,126
196,159
196,177
202,172
202,179
203,108
205,116
207,115
208,159
209,121
212,113
213,109
216,173
217,179
222,102
223,84
223,85
229,103
230,111
232,144
233,162
237,115
243,163
246,96
246,171
247,108
253,133
254,133
257,144
266,104
267,104
267,178
268,172
276,173
284,77
285,42
286,168
292,40
292,173
293,79
299,75
300,204
306,84
308,83
310,89
313,75
315,169
318,168
319,54
329,178
330,94
331,70
336,41
338,90
348,176
349,176
350,110
354,51
354,148
355,97
356,114
357,60
357,96
358,153
362,68
362,103
362,161
363,66
363,140
364,128
369,111
373,104
374,79
375,120
375,147
376,88
376,145
377,124
391,134
