47,89
48,83
56,67
56,130
57,132
57,134
58,136
59,59
60,126
65,47
66,138
77,132
84,136
97,64
101,79
103,171
108,78
108,164
109,164
119,85
121,81
126,109
155,102
155,103
165,106
176,86
182,88
205,85
211,89
212,95
214,50
216,77
221,44
225,55
226,66
231,60
234,63
234,163
235,140
238,157
240,62
241,56
241,65
243,52
245,169
246,104
247,50
247,63
247,104
247,131
248,134
249,137
250,140
251,143
252,168
253,62
254,60
255,55
256,53
259,121
262,54
262,153
263,52
266,122
267,141
268,118
268,144
269,147
270,149
272,98
275,119
283,124
284,112
284,136
286,162
287,89
288,92
290,99
291,122
292,117
293,139
294,76
294,145
295,45
301,140
302,81
302,94
307,130
315,143
316,145
324,118
330,128
331,124
332,93
343,65
354,104
359,79
359,107
361,85
