23,127
51,75
58,71
89,148
90,77
93,205
102,85
114,195
121,154
126,100
152,147
154,244
154,248
159,234
160,234
161,240
165,252
167,243
186,225
187,225
187,228
191,79
193,183
193,234
194,183
196,185
197,137
198,137
200,187
201,149
205,183
207,167
220,268
238,166
238,167
241,178
242,223
242,224
244,195
245,184
254,180
258,265
258,266
278,189
279,189
288,121
289,121
292,133
298,210
309,151
314,74
314,128
315,128
321,91
323,237
324,237
326,71
327,240
328,263
329,241
329,280
336,248
338,261
340,277
346,252
347,260
354,80
354,266
355,251
359,273
363,187
373,166
378,205
387,173
399,158
