23,134
24,142
33,212
38,218
55,103
60,215
61,117
63,212
64,108
70,219
78,97
81,207
117,253
117,254
147,136
150,185
169,274
170,274
180,195
186,194
192,145
194,253
200,138
210,129
211,176
211,188
214,192
215,152
216,152
217,64
219,175
220,155
221,158
224,166
225,193
231,174
232,74
232,75
237,153
249,45
250,295
250,296
253,123
253,124
256,163
258,168
259,106
262,130
264,151
265,164
267,204
268,95
268,96
268,98
268,174
269,196
270,107
272,144
272,206
273,198
274,165
276,137
280,169
281,169
283,261
289,216
291,163
293,83
293,84
294,251
298,79
299,130
300,78
301,192
302,122
303,215
305,131
306,131
307,187
309,75
309,115
309,116
313,99
313,100
313,180
317,190
319,99
323,216
323,281
327,183
328,132
328,133
328,174
329,190
333,205
336,179
337,251
338,199
338,251
345,246
346,61
350,206
350,256
352,257
352,258
353,213
355,179
355,278
357,236
360,225
362,199
365,228
367,204
367,223
373,96
378,199
380,244
382,228
383,226
384,203
385,90
385,163
389,180
393,177
395,68
396,162
396,185
396,199
398,195
402,104
411,104
414,112
414,135
417,108
418,94
420,193
421,127
422,137
422,257
424,154
424,167
425,97
426,95
426,108
428,162
432,234
433,255
439,109
442,120
448,108
448,127
