39,87
44,80
44,87
45,87
45,93
59,59
61,56
66,52
66,66
67,57
67,58
67,64
83,65
89,61
92,138
96,132
98,135
102,128
104,177
104,178
105,45
110,134
110,136
112,47
113,45
116,21
121,136
122,136
125,40
127,50
132,55
134,79
139,76
139,164
141,171
144,158
148,73
148,166
149,71
154,101
154,102
161,78
162,75
187,149
191,96
199,93
202,60
207,55
207,107
208,87
208,107
208,162
211,112
213,73
214,68
216,85
227,110
235,120
241,78
243,96
244,77
247,77
248,77
248,82
248,83
250,68
272,155
273,135
277,95
279,131
280,134
281,137
283,90
284,97
293,166
298,114
303,118
305,111
308,89
311,148
312,93
313,109
314,106
316,87
316,155
317,143
319,91
322,116
323,129
348,141
352,160
355,143
361,158
363,150
370,162
372,95
373,86
373,147
375,82
377,65
380,108
381,97
382,88
383,86
385,131
387,135
387,136
388,113
390,131
390,132
393,124
395,70
395,159
398,70
399,70
401,134
402,104
405,113
405,126
