24,126
41,88
43,91
55,128
56,134
58,141
89,62
91,80
99,86
99,188
147,207
147,208
148,145
148,146
160,224
160,225
170,199
171,199
182,67
201,94
206,49
211,109
211,110
212,110
214,106
214,107
215,204
216,110
216,111
219,218
220,149
221,149
235,211
236,69
236,211
253,74
257,210
257,211
258,108
259,70
266,136
267,136
276,106
276,107
277,130
285,129
286,47
293,167
300,73
309,189
309,190
309,219
316,124
316,179
330,156
332,29
332,30
335,42
336,109
336,110
339,48
359,224
360,81
360,224
363,154
364,154
365,167
365,168
372,149
381,210
386,213
387,211
399,131
399,173
399,183
401,92
401,110
402,108
402,142
403,157
