27,162
34,197
36,189
42,123
44,196
45,192
48,176
51,125
51,233
52,167
53,239
68,130
76,204
84,267
90,242
93,144
98,252
103,199
110,261
116,237
134,52
136,175
152,97
153,97
161,276
162,260
167,276
168,276
172,152
173,152
176,164
176,165
177,261
181,161
181,165
181,166
181,257
182,161
187,195
187,278
188,195
190,264
192,272
194,176
197,255
197,269
199,193
202,262
204,283
212,278
214,257
220,167
221,167
235,265
237,188
238,188
240,63
240,172
241,63
245,65
250,243
252,235
253,213
255,101
255,251
260,233
262,240
273,231
276,46
276,163
290,213
293,182
294,129
296,180
303,127
305,189
305,216
306,134
307,144
307,182
311,188
314,130
316,120
318,178
319,185
320,157
320,168
321,192
322,125
322,135
348,65
356,67
358,64
378,70
384,59
