37,133
71,187
75,148
79,148
82,88
82,89
90,125
91,125
103,202
109,204
124,133
133,132
135,73
136,144
158,57
160,234
161,73
166,243
171,85
179,80
180,85
180,203
183,117
186,210
193,75
196,81
200,85
209,107
209,142
210,43
210,105
211,43
211,119
211,247
213,20
217,112
217,247
219,120
220,211
220,254
221,166
221,167
221,211
221,254
222,58
222,183
224,110
224,129
225,259
226,259
227,168
233,115
233,123
233,127
235,117
238,180
240,125
240,181
240,258
243,113
243,158
244,62
245,159
246,53
247,155
247,234
251,148
252,51
253,57
254,117
254,176
254,238
255,136
256,65
257,206
257,207
258,171
258,209
259,259
259,260
260,185
261,78
262,105
263,88
263,187
265,115
265,171
266,141
266,174
271,118
272,81
276,102
279,64
282,248
283,156
283,157
288,92
290,177
290,178
292,65
294,102
295,181
295,182
298,182
298,207
299,68
299,125
299,126
299,248
300,53
302,187
303,187
304,97
304,142
305,142
305,216
305,251
306,147
306,244
308,69
310,172
311,220
314,167
314,190
316,183
316,240
318,207
319,164
319,251
320,96
323,86
323,197
324,75
324,241
327,94
327,145
329,149
330,84
330,174
330,181
330,217
331,146
331,203
331,204
332,161
334,168
335,113
336,155
337,229
338,79
339,212
339,263
339,264
340,93
340,106
341,214
344,205
344,247
345,117
345,232
345,249
346,193
348,240
352,163
353,231
354,108
354,127
354,171
354,194
356,219
357,128
357,248
359,74
359,102
360,128
361,127
361,128
361,129
362,128
362,200
364,80
368,121
369,109
370,135
374,70
388,195
400,160
402,212
408,228
409,178
410,122
414,222
427,169
427,173
428,126
428,198
436,195
437,174
437,193
