55,106
55,108
57,99
75,72
75,73
76,84
77,165
78,169
80,69
81,69
82,84
84,91
87,174
88,177
94,155
96,102
97,100
100,92
102,193
104,99
107,130
108,128
108,156
108,190
108,204
109,158
113,185
114,152
118,142
119,223
119,224
120,153
121,157
122,111
122,171
124,107
127,154
128,158
129,160
130,199
131,132
131,136
131,168
132,130
132,143
132,171
132,202
133,145
133,173
134,177
135,179
135,217
137,220
138,170
139,130
139,173
140,175
140,214
144,195
145,226
145,227
147,175
149,227
152,108
157,103
157,168
157,228
159,109
161,134
163,86
174,205
177,206
180,124
189,188
192,157
192,161
194,148
195,148
196,240
200,195
200,228
200,229
201,195
202,198
205,241
209,119
210,203
213,196
215,84
220,58
220,189
221,189
223,190
226,193
228,57
233,135
233,136
241,122
242,240
252,86
253,86
253,121
264,216
265,211
265,213
266,209
267,201
272,217
273,200
278,226
279,219
283,237
284,235
285,226
285,229
286,224
290,171
291,173
293,221
294,218
295,195
301,207
303,195
307,83
308,153
313,85
314,85
316,79
317,96
317,178
320,137
321,208
322,200
323,67
327,110
346,56
346,63
346,81
347,60
347,180
347,181
351,76
352,210
357,186
359,72
359,81
359,183
360,69
360,83
360,182
361,186
361,187
367,79
373,82
384,88
385,141
388,83
388,84
398,84
398,85
399,81
399,88
399,89
400,77
400,78
402,151
404,170
405,78
405,79
405,104
406,102
406,107
407,143
408,98
409,158
412,93
413,98
413,99
413,171
419,160
420,173
429,170
429,172
429,177
