21,135
41,103
42,101
55,188
73,120
84,104
85,111
92,137
93,137
106,157
113,91
122,195
123,195
129,117
129,120
130,115
142,238
148,117
149,225
153,152
160,110
160,227
161,227
164,179
165,179
171,150
186,89
186,90
197,114
207,206
213,167
221,171
227,159
234,192
235,229
236,153
237,208
238,78
239,76
240,72
240,73
244,81
244,88
244,152
245,156
262,122
272,43
272,183
283,179
283,190
290,85
302,207
304,204
307,71
308,116
310,214
312,209
323,94
331,199
335,152
341,122
342,58
349,201
350,199
361,186
362,86
369,76
371,181
372,178
376,157
384,123
396,125
