41,149
41,150
45,119
45,120
50,196
51,120
51,121
62,93
62,94
67,237
67,238
79,73
87,87
93,211
94,211
107,48
108,48
109,199
111,265
111,266
120,43
121,43
132,271
137,258
138,258
153,238
154,238
158,120
161,276
161,277
175,163
205,165
206,167
206,168
207,120
209,252
210,252
211,167
216,39
217,39
217,112
217,189
218,189
221,114
222,115
225,98
227,96
229,42
230,95
230,226
230,227
231,95
234,121
235,121
263,87
269,118
270,61
270,118
278,167
279,95
288,172
288,258
288,259
291,98
298,117
299,117
315,217
318,209
322,218
323,201
331,143
331,163
332,134
333,214
342,84
342,85
348,127
357,158
357,236
358,137
367,204
368,152
368,204
369,152
369,167
370,179
371,130
373,158
374,147
375,170
375,184
375,201
376,186
384,155
384,173
384,187
385,141
386,232
386,233
388,152
390,175
391,166
391,172
392,164
394,156
396,152
399,146
403,153
404,63
404,151
405,101
405,148
406,99
407,98
407,190
413,235
415,74
417,96
420,65
420,105
422,77
426,84
427,68
427,94
430,90
432,75
434,95
436,107
436,127
436,139
436,168
