19,80
19,87
36,86
38,104
42,98
42,100
46,108
49,45
54,53
57,47
57,98
59,76
60,105
68,88
71,94
74,113
87,50
89,47
90,136
91,85
92,75
94,44
94,45
99,62
102,73
103,44
107,62
107,87
109,93
118,51
123,63
123,99
124,75
125,49
126,154
128,155
130,135
131,42
132,95
133,90
138,108
139,97
140,97
141,40
145,72
145,94
145,154
147,101
148,46
153,91
153,141
153,156
154,122
154,123
156,142
157,38
157,39
164,46
164,111
165,119
165,175
166,161
170,93
172,157
173,84
173,116
174,164
177,90
180,30
181,30
181,96
181,127
188,56
188,87
194,57
201,58
209,166
213,59
221,61
222,55
226,69
226,89
228,175
234,71
235,56
236,138
238,64
241,81
246,181
254,111
256,163
258,120
259,153
261,135
262,137
268,149
269,142
271,83
275,149
276,100
280,94
283,114
286,125
288,77
289,92
289,97
291,108
294,71
294,148
295,73
298,63
