63,114
74,95
74,99
75,93
119,66
120,64
122,136
128,115
129,117
133,132
141,131
141,132
144,56
151,54
151,73
157,73
166,66
167,64
170,71
171,69
173,101
202,97
202,98
212,99
221,73
229,79
253,73
253,91
257,80
259,85
262,63
276,191
280,50
284,131
284,156
292,153
293,92
294,44
294,92
295,158
299,48
301,42
304,158
307,111
308,41
311,170
314,109
314,163
316,103
318,132
319,83
319,134
319,155
324,92
324,150
326,73
326,171
327,173
328,79
329,81
330,148
331,91
331,159
332,93
332,102
334,127
334,171
335,129
336,138
337,142
337,148
338,151
342,125
343,127
343,130
344,137
345,141
349,117
353,136
355,156
356,92
356,109
357,112
357,120
358,161
365,117
365,126
365,142
366,140
367,169
372,101
373,124
